公告日期,標案名稱,土地標示,面積_㎡,房屋標示,面積_㎡,建物門牌,標售底標金額,得標價,後續處理
1070719,公開標售臺北市中山區吉林段四小段605地號等7筆土地,中山區吉林段四小段638-1地號,37.49,,,,50386560,50386560,已標脫
1070719,公開標售臺北市中山區吉林段四小段605地號等7筆土地,中山區吉林段四小段709地號,22,,,,32918600,32918600,已標脫
1070719,公開標售臺北市中山區吉林段四小段605地號等7筆土地,中山區吉林段四小段715地號,7,,,,10077900,10077900,已標脫
1071126,公開標售新北市永和區大新段234地號市有土地及臺北市中山區、士林區各1戶市有房地共3處市有不動產,新北市永和區大新段234地號,130.63,,,,33702540,─,再標售
1071126,公開標售新北市永和區大新段234地號市有土地及臺北市中山區、士林區各1戶市有房地共3處市有不動產,中山區吉林段三小段1063、1064地號,28.89,中山區吉林段三小段5422建號（含共同使用部分及停車位編號130）,236.54,中山區民生東路二段1號10樓之2,45460400,─,再標售
1071126,公開標售新北市永和區大新段234地號市有土地及臺北市中山區、士林區各1戶市有房地共3處市有不動產,士林區福林段二小段594地號,82.88,士林區福林段二小段20339建號（含共同使用部分及停車位編號13）,214.91,士林區福林路70號2樓之2,31452500,─,再標售
1080730,公開標售新北市永和區大新段234地號市有土地及臺北市中山區、士林區各1戶市有房地共3處市有不動產,新北市永和區大新段234地號,130.63,,,,32180000,─,再標售
1080730,公開標售新北市永和區大新段234地號市有土地及臺北市中山區、士林區各1戶市有房地共3處市有不動產,中山區吉林段三小段1063、1064地號,28.89,中山區吉林段三小段5422建號（含共同使用部分及停車位編號130）,236.54,中山區民生東路二段1號10樓之2,49360000,50892000,已標脫
1080730,公開標售新北市永和區大新段234地號市有土地及臺北市中山區、士林區各1戶市有房地共3處市有不動產,士林區福林段二小段594地號,82.88,士林區福林段二小段20339建號（含共同使用部分及停車位編號13）,214.91,士林區福林路70號2樓之2,3140000,─,再標售
1081009,公開標售新北市永和區大新段234地號市有土地及臺北市士林區、中正區等3戶市有房地共4處市有不動產,新北市永和區大新段234地號,130.63,,,,30571000,─,再標售
1081009,公開標售新北市永和區大新段234地號市有土地及臺北市士林區、中正區等3戶市有房地共4處市有不動產,士林區福林段二小段594地號,82.88,士林區福林段二小段20339建號（含共同使用部分及停車位編號13）,214.91,士林區福林路70號2樓之2,29830000,─,再標售
1081009,公開標售新北市永和區大新段234地號市有土地及臺北市士林區、中正區等3戶市有房地共4處市有不動產,中正區河堤段二小段550、551地號,37.3,中正區河堤段2103建號(含共同使用部分及停車位編號B2-142),368.76,中正區羅斯福路三段2號22樓之2,112130000,─,再標售
1081009,公開標售新北市永和區大新段234地號市有土地及臺北市士林區、中正區等3戶市有房地共4處市有不動產,中正區河堤段二小段550、551地號,21.12,中正區河堤段2105建號(含共同使用部分及停車位編號B2-143),226.58,中正區羅斯福路三段2號22樓,68610000,─,再標售
1081128,公開標售臺北市中正區、新北市永和區等4戶市有房地及新北市永和區中興段640地號市有土地共5處市有不動產,中正區河堤段二小段550、551地號,37.3,中正區河堤段2103建號(含共同使用部分及停車位編號B2-142),368.76,中正區羅斯福路三段2號22樓之2,112130000,─,再標售
1081128,公開標售臺北市中正區、新北市永和區等4戶市有房地及新北市永和區中興段640地號市有土地共5處市有不動產,中正區河堤段二小段550、551地號,21.12,中正區河堤段2105建號(含共同使用部分及停車位編號B2-143),226.58,中正區羅斯福路三段2號22樓,68610000,─,再標售
1081128,公開標售臺北市中正區、新北市永和區等4戶市有房地及新北市永和區中興段640地號市有土地共5處市有不動產,新北市永和區中興段640地號,109.8,,,,3645600,─,再標售
1081128,公開標售臺北市中正區、新北市永和區等4戶市有房地及新北市永和區中興段640地號市有土地共5處市有不動產,新北市永和區國光段427、428地號,323.8,新北市永和區國光段1、1081建號,162.09,新北市永和區豫溪街74巷7弄9、11號,111464600,─,再標售
1081128,公開標售臺北市中正區、新北市永和區等4戶市有房地及新北市永和區中興段640地號市有土地共5處市有不動產,新北市永和區大新段757、759、760地號,341.52,新北市永和區大新段724、725建號,114.26,新北市永和區自強街8巷5弄2、6號,188951618,189288888,已標脫
1090225,臺北市中正區、新北市永和區等3戶市有房地及新北市永和區中興段640地號市有土地共4處市有不動產,中正區河堤段二小段550、551地號,37.3,中正區河堤段2103建號(含共同使用部分及停車位編號B2-142),368.76,中正區羅斯福路三段2號22樓之2,106523500,─,再標售
1090225,臺北市中正區、新北市永和區等3戶市有房地及新北市永和區中興段640地號市有土地共4處市有不動產,中正區河堤段二小段550、551地號,21.12,中正區河堤段2105建號(含共同使用部分及停車位編號B2-143),226.58,中正區羅斯福路三段2號22樓,65179500,─,再標售
1090225,臺北市中正區、新北市永和區等3戶市有房地及新北市永和區中興段640地號市有土地共4處市有不動產,永和區中興段640地號,109.8,,,,3463092,─,再標售
1090225,臺北市中正區、新北市永和區等3戶市有房地及新北市永和區中興段640地號市有土地共4處市有不動產,永和區國光段427、428地號,323.8,新北市永和區國光段1、1081建號,162.09,新北市永和區豫溪街74巷7弄9、11號,105895240,─,再標售
1090611,公開標售新北市永和區大新段及中興段共2處臺北市有不動產,新北市永和區大新段234地號,130.63,,,,29914270,─,再標售
1090611,公開標售新北市永和區大新段及中興段共2處臺北市有不動產,新北市永和區中興段403地號,210.19,新北市永和區中興段17建號,77.76,新北市永和區中興街84巷2號,77000000,77588999,已標脫
1090729,公開標售臺北市中正區水源路37之2號3樓之2等3戶市有不動產（均含車位）,中正區福和段二小段699地號,21.54,中正區福和段二小段3448建號(含共同使用部分及停車位編號B4-S006),206.63,臺北市中正區水源路37之2號3樓之2,29874330,─,再標售
1090729,公開標售臺北市中正區水源路37之2號3樓之2等3戶市有不動產（均含車位）,中正區福和段二小段699地號,21.66,中正區福和段二小段3449建號(含共同使用部分及停車位編號B4-L002),211.2,臺北市中正區水源路37之2號4樓之2,30145280,─,再標售
1090729,公開標售臺北市中正區水源路37之2號3樓之2等3戶市有不動產（均含車位）,中正區福和段二小段699地號,21.54,中正區福和段二小段3450建號(含共同使用部分及停車位編號B4-S004),206.43,臺北市中正區水源路37號4樓,30385210,30385211,已標脫
1090909,公開標售臺北市中正區水源路37之2號3樓之2等2戶市有不動產（均含車位）,中正區福和段二小段699地號,21.54,中正區福和段二小段3448建號(含共同使用部分及停車位編號B4-S006),206.63,臺北市中正區水源路37之2號3樓之2,29874330,29904321,已標脫
1090909,公開標售臺北市中正區水源路37之2號3樓之2等2戶市有不動產（均含車位）,中正區福和段二小段699地號,21.66,中正區福和段二小段3449建號(含共同使用部分及停車位編號B4-L002),211.2,臺北市中正區水源路37之2號4樓之2,30145280,31590000,已標脫
1091026,公開標售臺北市中正區羅斯福路3段2號22樓之2等2戶市有不動產(含2席獨立停車位),中正區河堤段二小段550、551地號,37.3,中正區河堤段2103建號(含共同使用部分及停車位編號B2-142),368.76,中正區羅斯福路三段2號22樓之2,101577000,─,再標售
1091026,公開標售臺北市中正區羅斯福路3段2號22樓之2等2戶市有不動產(含2席獨立停車位),中正區河堤段二小段550、551地號,21.12,中正區河堤段2105建號(含共同使用部分及停車位編號B2-143),226.58,中正區羅斯福路三段2號22樓,61621800,─,再標售
1091210,公開標售臺北市中正區羅斯福路3段2號22樓之2等2戶市有不動產(含2席獨立停車位),中正區河堤段二小段550、551地號,37.3,中正區河堤段2103建號(含共同使用部分及停車位編號B2-142),368.76,中正區羅斯福路三段2號22樓之2,96498100,─,再標售
1091210,公開標售臺北市中正區羅斯福路3段2號22樓之2等2戶市有不動產(含2席獨立停車位),中正區河堤段二小段550、551地號,21.12,中正區河堤段2105建號(含共同使用部分及停車位編號B2-143),226.58,中正區羅斯福路三段2號22樓,58540700,59288888,已標脫
1091230,公開標售臺北市文山區辛亥路4段209巷26號12樓市有不動產(含1席獨立停車位),文山區公訓段二小段579地號,17.67,文山區公訓段二小段1425建號(含一席獨立產權停車位，建號1694，編號B3-106),122.53,文山區辛亥路4段209巷26號12樓,27751500,28890000,已標脫
1100219,公開標售臺北市中正區羅斯福路3段2號22樓之2市有不動產(含1席獨立停車位),中正區河堤段二小段550、551地號,37.3,中正區河堤段2103建號(含共同使用部分及停車位編號B2-142),368.76,中正區羅斯福路三段2號22樓之2,95533100,95700000,已標脫
1100503,公開標售臺北市松山區南京東路5段66巷22弄32號4樓本市與高雄市共有不動產,松山區西松段二小段650-1地號,23.82,松山區西松段二小段2344建號,122.53,臺北市松山區南京東路5段66巷22弄32號4樓,30960000,─,─
1100811,公開標售臺北市中正區牯嶺街146號11樓之2等2戶市有不動產(含2席獨立停車位),中正區河堤段六小段645、646地號,21.46,中正區河堤段六小段2525建號(含一席獨立產權停車位，2603建號，編號B3-57),31.69,臺北市中正區牯嶺街146號11樓之2,47099200,─,再標售
1100811,公開標售臺北市中正區牯嶺街146號11樓之2等2戶市有不動產(含2席獨立停車位),中正區河堤段六小段645、646地號,21.54,中正區河堤段六小段2526建號(含一席獨立產權停車位，2603建號，編號B4-21),31.69,臺北市中正區牯嶺街146號11樓之3,47760300,48081909,已標脫
1101006,公開標售臺北市中正區牯嶺街146號11樓之2市有不動產(含1席獨立停車位),中正區河堤段六小段645、646地號,21.46,中正區河堤段六小段2525建號(含一席獨立產權停車位，2603建號，編號B3-57),31.69,臺北市中正區牯嶺街146號11樓之2,46628200,46960000,已標脫
1130315,公開標售本市大安區復興南路2段210巷10號等9處市有不動產,大安區瑞安段二小段915、917地號,3.84,大安區瑞安段二小段3663建號,47.04,臺北市大安區復興南路2段210巷10號,31660300,─,再標售
1130315,公開標售本市大安區復興南路2段210巷10號等9處市有不動產,中正區中正段一小段449地號,32.32,中正區中正段一小段2431建號(含1席平面停車位，2489建號，編號B4-89),209.31,臺北市中正區杭州南路1段71巷18號8樓,99754700,99888899,已標脫
1130315,公開標售本市大安區復興南路2段210巷10號等9處市有不動產,士林區芝山段一小段912地號,31.22,士林區芝山段一小段13299建號(含1席平面停車位，13340建號，編號B1-47),170.22,臺北市士林區德行東路200號8樓,64058200,─,再標售
1130315,公開標售本市大安區復興南路2段210巷10號等9處市有不動產,中山區吉林段四小段348、354地號,25.31,中山區吉林段四小段5514建號(含3席機械停車位，5530建號，編號B4-8、B4-29、B4-30),251.67,臺北市中山區新生北路2段47號3樓,69651400,─,再標售
1130315,公開標售本市大安區復興南路2段210巷10號等9處市有不動產,中山區吉林段四小段348、354地號,22.5,中山區吉林段四小段5481建號(含3席機械停車位，5530建號，編號B4-5、B4-6、B4-7),237.52,臺北市中山區新生北路2段49號3樓,66038900,─,再標售
1130315,公開標售本市大安區復興南路2段210巷10號等9處市有不動產,中山區吉林段四小段348、354地號,22.5,中山區吉林段四小段5431建號(含2席機械停車位，5530建號，編號B4-1、B4-2),236.64,臺北市中山區新生北路2段53-2號3樓,63448800,─,再標售
1130315,公開標售本市大安區復興南路2段210巷10號等9處市有不動產,中山區吉林段四小段348、354地號,25.31,中山區吉林段四小段5464建號(含2席機械停車位，5530建號，編號B4-3、B4-4),251.68,臺北市中山區新生北路2段53-3號3樓,66570300,─,再標售
1130315,公開標售本市大安區復興南路2段210巷10號等9處市有不動產,中山區吉林段四小段348、354地號,2.05,中山區吉林段四小段5530建號(為1席平面停車位，編號B3-147),31.02,臺北市中山區新生北路2段53-2號,3000000,3121112,已標脫
1130315,公開標售本市大安區復興南路2段210巷10號等9處市有不動產,中山區吉林段四小段348、354地號,2.05,中山區吉林段四小段5530建號(為1席平面停車位，編號B3-148),31.02,臺北市中山區新生北路2段53-2號,3000000,3181112,已標脫
1130620,公開標售本市大安區復興南路2段210巷10號等6處市有不動產,大安區瑞安段二小段915、917地號,3.84,大安區瑞安段二小段3663建號,47.04,臺北市大安區復興南路2段210巷10號,31660300,─,再標售
1130620,公開標售本市大安區復興南路2段210巷10號等6處市有不動產,士林區芝山段一小段912地號,31.22,士林區芝山段一小段13299建號(含1席平面停車位，13340建號，編號B1-47),170.22,臺北市士林區德行東路200號8樓,64058200,─,再標售
1130620,公開標售本市大安區復興南路2段210巷10號等6處市有不動產,中山區吉林段四小段348、354地號,25.31,中山區吉林段四小段5514建號(含3席機械停車位，5530建號，編號B4-8、B4-29、B4-30),251.67,臺北市中山區新生北路2段47號3樓,69651400,─,再標售
1130620,公開標售本市大安區復興南路2段210巷10號等6處市有不動產,中山區吉林段四小段348、354地號,22.5,中山區吉林段四小段5481建號(含3席機械停車位，5530建號，編號B4-5、B4-6、B4-7),237.52,臺北市中山區新生北路2段49號3樓,66038900,─,再標售
1130620,公開標售本市大安區復興南路2段210巷10號等6處市有不動產,中山區吉林段四小段348、354地號,22.5,中山區吉林段四小段5431建號(含2席機械停車位，5530建號，編號B4-1、B4-2),236.64,臺北市中山區新生北路2段53-2號3樓,63448800,─,再標售
1130620,公開標售本市大安區復興南路2段210巷10號等6處市有不動產,中山區吉林段四小段348、354地號,25.31,中山區吉林段四小段5464建號(含2席機械停車位，5530建號，編號B4-3、B4-4),251.68,臺北市中山區新生北路2段53-3號3樓,66570300,─,再標售
1130807,公開標售本市大安區復興南路2段210巷10號等7處市有不動產,大安區瑞安段二小段915、917地號,3.84,大安區瑞安段二小段3663建號,47.04,臺北市大安區復興南路2段210巷10號,31660300,─,再標售
1130807,公開標售本市大安區復興南路2段210巷10號等7處市有不動產,士林區芝山段一小段912地號,31.22,士林區芝山段一小段13299建號(含1席平面停車位，13340建號，編號B1-47),170.22,臺北市士林區德行東路200號8樓,64058200,─,再標售
1130807,公開標售本市大安區復興南路2段210巷10號等7處市有不動產,中山區吉林段四小段348、354地號,25.31,中山區吉林段四小段5514建號(含3席機械停車位，5530建號，編號B4-8、B4-29、B4-30),251.67,臺北市中山區新生北路2段47號3樓,69651400,─,再標售
1130807,公開標售本市大安區復興南路2段210巷10號等7處市有不動產,中山區吉林段四小段348、354地號,22.5,中山區吉林段四小段5481建號(含3席機械停車位，5530建號，編號B4-5、B4-6、B4-7),237.52,臺北市中山區新生北路2段49號3樓,66038900,─,再標售
1130807,公開標售本市大安區復興南路2段210巷10號等7處市有不動產,中山區吉林段四小段348、354地號,22.5,中山區吉林段四小段5431建號(含2席機械停車位，5530建號，編號B4-1、B4-2),236.64,臺北市中山區新生北路2段53-2號3樓,63448800,─,再標售
1130807,公開標售本市大安區復興南路2段210巷10號等7處市有不動產,中山區吉林段四小段348、354地號,25.31,中山區吉林段四小段5464建號(含2席機械停車位，5530建號，編號B4-3、B4-4),251.68,臺北市中山區新生北路2段53-3號3樓,66570300,─,再標售
1130807,公開標售本市大安區復興南路2段210巷10號等7處市有不動產,中山區吉林段四小段348、354地號,63.41,中山區吉林段四小段5430、5448、5498建號(含9席機械停車位及1席平面停車位，5530建號),618.37,臺北市中山區新生北路2段53號、53-1號3樓及51號3樓,141039500,─,再標售
1131107,公開標售本市北投區義理街29號10樓等12處市有不動產,北投區振興段四小段690地號,35.4,北投區振興段四小段42174建號(含1席平面停車位，42186建號，編號B4-10),243.31,臺北市北投區義理街29號10樓,84676500,─,再標售
1131107,公開標售本市北投區義理街29號10樓等12處市有不動產,北投區振興段四小段690地號,32.9,北投區振興段四小段42177建號(含1席平面停車位，42186建號，編號B4-9),227.38,臺北市北投區義理街29號11樓,80095500,─,再標售
1131107,公開標售本市北投區義理街29號10樓等12處市有不動產,中山區長安段二小段712、713地號,45.97,中山區長安段二小段4463建號(含1席平面停車位，4466建號，編號B2-21),299.33,臺北市中山區八德路2段146巷1弄6號5樓,103736000,─,再標售
1131107,公開標售本市北投區義理街29號10樓等12處市有不動產,中山區長安段二小段712、713地號,45.97,中山區長安段二小段4464建號(含1席平面停車位，4466建號，編號B2-22),299.33,臺北市中山區八德路2段146巷1弄8號5樓,103736000,─,再標售
1131107,公開標售本市北投區義理街29號10樓等12處市有不動產,信義區虎林段四小段942地號,36.15,臺北市信義區虎林段四小段3281建號(1席獨立平面停車位，3326建號，編號B1-71),217.08,臺北市信義區永吉路225巷7弄7號3樓,77051600,─,再標售
1131107,公開標售本市北投區義理街29號10樓等12處市有不動產,大安區瑞安段二小段915、917地號,3.84,大安區瑞安段二小段3663建號,47.04,臺北市大安區復興南路2段210巷10號,29760000,─,再標售
1131107,公開標售本市北投區義理街29號10樓等12處市有不動產,士林區芝山段一小段912地號,31.22,士林區芝山段一小段13299建號(含1席平面停車位，13340建號，編號B1-47),170.22,臺北市士林區德行東路200號8樓,63028400,─,再標售
1131107,公開標售本市北投區義理街29號10樓等12處市有不動產,中山區吉林段四小段348、354地號,25.31,中山區吉林段四小段5514建號(含3席機械停車位，5530建號，編號B4-8、B4-29、B4-30),251.67,臺北市中山區新生北路2段47號3樓,63867800,─,再標售
1131107,公開標售本市北投區義理街29號10樓等12處市有不動產,中山區吉林段四小段348、354地號,22.5,中山區吉林段四小段5481建號(含3席機械停車位，5530建號，編號B4-5、B4-6、B4-7),237.52,臺北市中山區新生北路2段49號3樓,61191500,─,再標售
1131107,公開標售本市北投區義理街29號10樓等12處市有不動產,中山區吉林段四小段348、354地號,22.5,中山區吉林段四小段5431建號(含2席機械停車位，5530建號，編號B4-1、B4-2),236.64,臺北市中山區新生北路2段53-2號3樓,58065700,─,再標售
1131107,公開標售本市北投區義理街29號10樓等12處市有不動產,中山區吉林段四小段348、354地號,25.31,中山區吉林段四小段5464建號(含2席機械停車位，5530建號，編號B4-3、B4-4),251.68,臺北市中山區新生北路2段53-3號3樓,60263600,─,再標售
1131107,公開標售本市北投區義理街29號10樓等12處市有不動產,中山區吉林段四小段348、354地號,63.41,中山區吉林段四小段5430、5448、5498建號(含9席機械停車位及1席平面停車位，5530建號),618.37,臺北市中山區新生北路2段53號、53-1號3樓及51號3樓,141039500,─,再標售
1140114,公開標售本市北投區義理街29號10樓等11處市有不動產,北投區振興段四小段690地號,35.4,北投區振興段四小段42174建號(含1席平面停車位，42186建號，編號B4-10),243.31,臺北市北投區義理街29號10樓,84676500,─,再標售
1140114,公開標售本市北投區義理街29號10樓等11處市有不動產,北投區振興段四小段690地號,32.9,北投區振興段四小段42177建號(含1席平面停車位，42186建號，編號B4-9),227.38,臺北市北投區義理街29號11樓,80095500,─,再標售
1140114,公開標售本市北投區義理街29號10樓等11處市有不動產,中山區長安段二小段712、713地號,45.97,中山區長安段二小段4463建號(含1席平面停車位，4466建號，編號B2-21),299.33,臺北市中山區八德路2段146巷1弄6號5樓,103736000,─,再標售
1140114,公開標售本市北投區義理街29號10樓等11處市有不動產,中山區長安段二小段712、713地號,45.97,中山區長安段二小段4464建號(含1席平面停車位，4466建號，編號B2-22),299.33,臺北市中山區八德路2段146巷1弄8號5樓,103736000,─,再標售
1140114,公開標售本市北投區義理街29號10樓等11處市有不動產,信義區虎林段四小段942地號,36.15,臺北市信義區虎林段四小段3281建號(1席獨立平面停車位，3326建號，編號B1-71),217.08,臺北市信義區永吉路225巷7弄7號3樓,77051600,─,再標售
1140114,公開標售本市北投區義理街29號10樓等11處市有不動產,大安區瑞安段二小段915、917地號,3.84,大安區瑞安段二小段3663建號,47.04,臺北市大安區復興南路2段210巷10號,29760000,─,再標售
1140114,公開標售本市北投區義理街29號10樓等11處市有不動產,士林區芝山段一小段912地號,31.22,士林區芝山段一小段13299建號(含1席平面停車位，13340建號，編號B1-47),170.22,臺北市士林區德行東路200號8樓,63028400,─,再標售
1140114,公開標售本市北投區義理街29號10樓等11處市有不動產,中山區吉林段四小段348、354地號,25.31,中山區吉林段四小段5514建號(含3席機械停車位，5530建號，編號B4-8、B4-29、B4-30),251.67,臺北市中山區新生北路2段47號3樓,63867800,─,再標售
1140114,公開標售本市北投區義理街29號10樓等11處市有不動產,中山區吉林段四小段348、354地號,22.5,中山區吉林段四小段5481建號(含3席機械停車位，5530建號，編號B4-5、B4-6、B4-7),237.52,臺北市中山區新生北路2段49號3樓,61191500,─,再標售
1140114,公開標售本市北投區義理街29號10樓等11處市有不動產,中山區吉林段四小段348、354地號,22.5,中山區吉林段四小段5431建號(含2席機械停車位，5530建號，編號B4-1、B4-2),236.64,臺北市中山區新生北路2段53-2號3樓,58065700,─,再標售
1140114,公開標售本市北投區義理街29號10樓等11處市有不動產,中山區吉林段四小段348、354地號,25.31,中山區吉林段四小段5464建號(含2席機械停車位，5530建號，編號B4-3、B4-4),251.68,臺北市中山區新生北路2段53-3號3樓,60263600,─,再標售
1140310,公開標售本市士林區、南港區、信義區、北投區、大安區、中山區等13處市有不動產,士林區天山段二小段599地號,15.45,士林區天山段二小段23363建號,93.06,臺北市士林區天母東路105巷9弄6號12樓,27889400,─,再標售
1140310,公開標售本市士林區、南港區、信義區、北投區、大安區、中山區等13處市有不動產,臺北市南港區玉成段三小段904、905地號,35.45,臺北市南港區玉成段三小段4086建號(含2席坡道平面式停車位，4170建號，編號B4-88、B4-89),251.62,臺北市南港區永吉路553巷5號20樓之2,96847000,─,再標售
1140310,公開標售本市士林區、南港區、信義區、北投區、大安區、中山區等13處市有不動產,士林區芝山段一小段912地號,31.22,士林區芝山段一小段13299建號(含1席平面停車位，13340建號，編號B1-47),170.22,臺北市士林區德行東路200號8樓,63028400,─,再標售
1140310,公開標售本市士林區、南港區、信義區、北投區、大安區、中山區等13處市有不動產,信義區虎林段四小段942地號,36.15,臺北市信義區虎林段四小段3281建號(1席獨立平面停車位，3326建號，編號B1-71),217.08,臺北市信義區永吉路225巷7弄7號3樓,77051600,─,再標售
1140310,公開標售本市士林區、南港區、信義區、北投區、大安區、中山區等13處市有不動產,北投區振興段四小段690地號,35.4,北投區振興段四小段42174建號(含1席平面停車位，42186建號，編號B4-10),243.31,臺北市北投區義理街29號10樓,84676500,─,再標售
1140310,公開標售本市士林區、南港區、信義區、北投區、大安區、中山區等13處市有不動產,北投區振興段四小段690地號,32.9,北投區振興段四小段42177建號(含1席平面停車位，42186建號，編號B4-9),227.38,臺北市北投區義理街29號11樓,80095500,─,再標售
1140310,公開標售本市士林區、南港區、信義區、北投區、大安區、中山區等13處市有不動產,大安區瑞安段二小段915、917地號,3.84,大安區瑞安段二小段3663建號,47.04,臺北市大安區復興南路2段210巷10號,29760000,─,再標售
1140310,公開標售本市士林區、南港區、信義區、北投區、大安區、中山區等13處市有不動產,中山區長安段二小段712、713地號,45.97,中山區長安段二小段4463建號(含1席平面停車位，4466建號，編號B2-21),299.33,臺北市中山區八德路2段146巷1弄6號5樓,103736000,─,再標售
1140310,公開標售本市士林區、南港區、信義區、北投區、大安區、中山區等13處市有不動產,中山區長安段二小段712、713地號,45.97,中山區長安段二小段4464建號(含1席平面停車位，4466建號，編號B2-22),299.33,臺北市中山區八德路2段146巷1弄8號5樓,103736000,─,再標售
1140310,公開標售本市士林區、南港區、信義區、北投區、大安區、中山區等13處市有不動產,中山區吉林段四小段348、354地號,25.31,中山區吉林段四小段5514建號(含3席機械停車位，5530建號，編號B4-8、B4-29、B4-30),251.67,臺北市中山區新生北路2段47號3樓,63867800,─,再標售
1140310,公開標售本市士林區、南港區、信義區、北投區、大安區、中山區等13處市有不動產,中山區吉林段四小段348、354地號,22.5,中山區吉林段四小段5481建號(含3席機械停車位，5530建號，編號B4-5、B4-6、B4-7),237.52,臺北市中山區新生北路2段49號3樓,61191500,─,再標售
1140310,公開標售本市士林區、南港區、信義區、北投區、大安區、中山區等13處市有不動產,中山區吉林段四小段348、354地號,22.5,中山區吉林段四小段5431建號(含2席機械停車位，5530建號，編號B4-1、B4-2),236.64,臺北市中山區新生北路2段53-2號3樓,58065700,─,再標售
1140310,公開標售本市士林區、南港區、信義區、北投區、大安區、中山區等13處市有不動產,中山區吉林段四小段348、354地號,25.31,中山區吉林段四小段5464建號(含2席機械停車位，5530建號，編號B4-3、B4-4),251.68,臺北市中山區新生北路2段53-3號3樓,60263600,─,再標售
1140617,公開標售本市士林區、南港區等2處市有不動產,士林區天山段二小段599地號,15.45,士林區天山段二小段23363建號,93.06,臺北市士林區天母東路105巷9弄6號12樓,27889400,27985898,已標脫
1140617,公開標售本市士林區、南港區等2處市有不動產,南港區玉成段三小段904、905地號,35.45,南港區玉成段三小段4086建號(含2席坡道平面式停車位，4170建號，編號B4-88、B4-89),251.62,臺北市南港區永吉路553巷5號20樓之2,96847000,─,再標售
1140919,公開標售本市大安區、文山區、中山區、南港區、士林區、北投區、信義區、中正區等19處市有不動產,大安區懷生段一小段951地號,15.43,大安區懷生段一小段4504建號(含1席平面停車位，4509建號，編號B1-57),91.39,臺北市大安區安東街35號9樓之6,47282300,─,再標售
1140919,公開標售本市大安區、文山區、中山區、南港區、士林區、北投區、信義區、中正區等19處市有不動產,大安區懷生段一小段951地號,15.29,大安區懷生段一小段4505建號(含1席平面停車位，4509建號，編號B1-58),91.39,臺北市大安區安東街35號10樓之6,47611800,─,再標售
1140919,公開標售本市大安區、文山區、中山區、南港區、士林區、北投區、信義區、中正區等19處市有不動產,大安區懷生段一小段951地號,15.43,大安區懷生段一小段4506建號(含1席平面停車位，4509建號，編號B1-59),91.39,臺北市大安區安東街35號11樓之6,48150500,─,再標售
1140919,公開標售本市大安區、文山區、中山區、南港區、士林區、北投區、信義區、中正區等19處市有不動產,文山區木柵段一小段1027、1028地號,18.53,文山區木柵段一小段3567建號(含1席平面停車位，3610建號，編號B3-114),164.21,臺北市文山區木新路1段10號4樓,39910000,41080800,已標脫
1140919,公開標售本市大安區、文山區、中山區、南港區、士林區、北投區、信義區、中正區等19處市有不動產,中山區長安段二小段712、713地號,45.97,中山區長安段二小段4463建號(含1席平面停車位，4466建號，編號B2-21),299.33,臺北市中山區八德路2段146巷1弄6號5樓,89815900,─,再標售
1140919,公開標售本市大安區、文山區、中山區、南港區、士林區、北投區、信義區、中正區等19處市有不動產,中山區長安段二小段712、713地號,45.97,中山區長安段二小段4464建號(含1席平面停車位，4466建號，編號B2-22),299.33, 臺北市中山區八德路2段146巷1弄8號5樓,89815900,─,再標售
1140919,公開標售本市大安區、文山區、中山區、南港區、士林區、北投區、信義區、中正區等19處市有不動產,南港區玉成段三小段904、905地號,35.45,臺北市南港區玉成段三小段4086建號(含2席坡道平面式停車位，4170建號，編號B4-88、B4-89),251.62,臺北市南港區永吉路553巷5號20樓之2,89218800,93196889,已標脫
1140919,公開標售本市大安區、文山區、中山區、南港區、士林區、北投區、信義區、中正區等19處市有不動產,士林區芝山段一小段912地號,31.22,士林區芝山段一小段13299建號(含1席平面停車位，13340建號，編號B1-47),170.22,臺北市士林區德行東路200號8樓,59383000,59888000,已標脫
1140919,公開標售本市大安區、文山區、中山區、南港區、士林區、北投區、信義區、中正區等19處市有不動產,北投區振興段四小段690地號,35.4,北投區振興段四小段42174建號(含1席平面停車位，42186建號，編號B4-10),243.31,臺北市北投區義理街29號10樓,75122400,─,再標售
1140919,公開標售本市大安區、文山區、中山區、南港區、士林區、北投區、信義區、中正區等19處市有不動產,北投區振興段四小段690地號,32.9,北投區振興段四小段42177建號(含1席平面停車位，42186建號，編號B4-9),227.38,臺北市北投區義理街29號11樓,71733100,─,再標售
1140919,公開標售本市大安區、文山區、中山區、南港區、士林區、北投區、信義區、中正區等19處市有不動產,信義區虎林段四小段942地號,36.15,臺北市信義區虎林段四小段3281建號、3273建號(含1席平面停車位，3326建號，編號B1-71),217.08,臺北市信義區永吉路225巷7弄7號3樓,70373800,─,再標售
1140919,公開標售本市大安區、文山區、中山區、南港區、士林區、北投區、信義區、中正區等19處市有不動產,中正區臨沂段二小段415、416地號,28.12,中正區臨沂段二小段2662建號(含1席平面停車位，2718建號，編號B4-84),376.85,臺北市中正區杭州南路一段53號18樓,145282500,─,再標售
1140919,公開標售本市大安區、文山區、中山區、南港區、士林區、北投區、信義區、中正區等19處市有不動產,中正區臨沂段二小段415、416地號,28.12,中正區臨沂段二小段2662建號(含1席平面停車位，2718建號，編號B4-85),376.85,臺北市中正區杭州南路一段53號19樓,146613100,─,再標售
