序號,年度,支用單位_付款單位數,支付淨額,可支用庫款餘額_年度預算分配數,可支用庫款餘額_以前年度歲出應付款,可支用庫款餘額_墊付款,可支用庫款餘額_特別預算,可支用庫款餘額_保管款,可支用庫款餘額_特種基金
1,114,394,479706517,10791891,954248,62551666,6549110,16281829,84821001
